,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
2675,supreme court granted trump administrations request halt census count appeal plays win administration,152.0,238.0,1,1,1
2676,elderly dutch woman become first known person die catching covid19 twice according experts raising serious questions long immunity antibodies last,2200.0,2600.0,1,1,2
2677,world 1 ranked golfer dustin johnson tested positive covid19 pga tour says statement,167.0,372.0,1,0,0
2678,drugmaker eli lilly says pausing trial combination antibody treatment coronavirus due safety reasons,344.0,670.0,1,0,0
2679,apple unveils iphones 5g connectivity new model smaller thinner double pixels iphone 11 follow live updates,185.0,690.0,1,0,1
2680,computer outage caused cut fiber cable taken virginias voter registration system final day register election,1100.0,1100.0,1,1,3
2681,group charged plotting kidnap michigan gov whitmer also discussed targeting virginia gov northam fbi agent says,635.0,1000.0,1,1,2
2682,soccer superstar cristiano ronaldo tested positive coronavirus portuguese sports officials say,807.0,1700.0,0,0,2
2683,live senators get chance question trumps supreme court pick amy coney barrett critical day nomination,76.0,292.0,1,0,2
2684,johnson johnson pauses advanced clinical trial experimental covid19 vaccine due unexplained illness volunteer,2600.0,3200.0,1,1,3
2685,trump tested negative covid19 consecutive days white house physician sean conley says president heads crowded florida rally,603.0,2100.0,1,1,3
2686,disney announced major reorganization media entertainment business monday accelerate streaming strategy,148.0,400.0,1,1,1
2687,roberta mccain mother late sen john mccain died monday age 108 cindy mccain says,804.0,5400.0,1,1,3
2688,covid19 cases rising north dakota hospitals struggling meet demand care fewer 20 beds available across state follow live updates,450.0,823.0,1,0,2
2689,rafael nadal beat novak djokovic win 13th french open 20th grand slam title tying roger federer alltime mens lead majors,496.0,2800.0,1,1,2
2690,second national lockdown possibility england leading expert government adviser says,294.0,665.0,1,0,1
2691,white house economic adviser larry kudlow says mnuchin may go 22 trillion stimulus offer,257.0,689.0,1,0,2
2692,nfl postpones broncospatriots game patriots reported positive covid19 test,182.0,411.0,1,0,0
2693,500000 households businesses without electricity hurricane delta,405.0,874.0,1,0,1
2694,one person died another taken custody shooting near dueling protests denver police say,207.0,530.0,1,1,3
2695,trump cleared return public schedule according new memo doctor say trump tested negative coronavirus,692.0,2200.0,1,1,3
2696,federal appeals court granted temporary administrative stay allowing texas gov greg abbotts directive one location per county ballot drop boxes remain place,792.0,889.0,1,1,3
2697,nepal recorded 5008 new coronavirus cases countrys highest daily increase new infections according health ministry,178.0,349.0,1,0,1
2698,france recorded 26896 new cases coronavirus setting new record daily reported infections since start pandemic according french health ministry,446.0,753.0,1,0,1
2699,president trumps 18 trillion stimulus proposal faces opposition democrats republicans guaranteeing economic relief bill wont pass election day,317.0,849.0,1,1,3
2700,canadian prime minister justin trudeau president trump discussed ongoing efforts countries manage covid19 pandemic phone call today,187.0,713.0,1,0,3
2701,pennsylvania federal judge denied trump campaign gops bid make ballot dropboxes state unconstitutional resounding defeat battleground state,1500.0,6500.0,1,1,2
2702,north korea unveils analysts believe one worlds largest ballistic missiles,1200.0,2100.0,1,1,3
2703,federal judge ruled apple continue block hit video game fortnite app store iphone maker defends landmark antitrust lawsuit games publisher epic games,149.0,423.0,1,1,0
2704,hurricane delta made landfall louisiana category 2 bringing damaging winds lifethreatening storm surge,88.0,212.0,1,1,0
2705,next debate biden trump canceled source tells cnn move comes trump refused participate virtually,959.0,2400.0,1,1,3
2706,secretary state pompeo announced release hillary clintons emails despite state department concluding persuasive evidence widespread mishandling classified information clinton aides,1900.0,3500.0,1,1,3
2707,federal judge says hear oral arguments later month consider justice department represent trump defamation case brought e jean carroll former magazine columnist accused president rape,363.0,877.0,1,1,2
2708,president trump plans return campaign trail monday evening rally florida,210.0,494.0,1,0,3
2709,hundreds guests invited event tomorrow white house official says trump expected address attendees balcony,710.0,1000.0,1,1,3
2710,rep mike bost illinois republican announced tested positive coronavirus,651.0,1700.0,1,1,2
2711,whitey ford hall fame pitcher new york yankees died age 91,145.0,485.0,1,1,0
2712,dr anthony fauci called growing number people around white house testing positive covid19 superspreader event,1500.0,6800.0,1,0,3
2713,local judge rejected effort trump campaign send poll watchers voting sites philadelphia ruling campaigns attempted pollwatching isnt allowed state law,1200.0,5200.0,1,1,2
2714,hurricane delta weakens 1 mph shy major hurricane expected make landfall tonight southwest louisiana category 2 storm follow live updates,88.0,312.0,1,0,0
2715,suspension ticket sales 41 broadway theaters new york city extended may 30 2021 follow live updates coronavirus,324.0,510.0,1,0,2
2716,seven people associated militia group wolverine watchmen charged state michigan alleged plot kidnap gov gretchen whitmer state attorney general says total 13 charged plot,5300.0,7800.0,1,1,3
2717,federal appeals court blocked attempt allow absentee ballots wisconsin received six days election day,130.0,340.0,1,1,1
2718,supreme court justice elena kagan denied request republicans block montana governors directive allowing counties send mailin ballots registered voters,740.0,3100.0,1,1,1
2719,senate majority leader mitch mcconnell says hasnt white house since early august citing difference coronavirus protocols white house senate,247.0,681.0,1,1,2
2720,us imposes sweeping new sanctions irans financial sector move critics say could unintended consequences,54.0,124.0,1,1,0
2721,biden campaign swiftly rejecting trump campaigns request push debates back week donald trump doesnt make debate schedule,565.0,3800.0,1,0,3
2722,court appearances set men accused plot kidnap michigan governor gretchen whitmer follow live updates,985.0,1900.0,1,1,3
2723,six men charged alleged plot kidnap michigan democratic gov gretchen whitmer according federal criminal complaint,953.0,1700.0,1,1,3
2724,university notre dame president rev john jenkins facing student petition pushing resign possible confidence vote faculty following covid19 diagnosis,771.0,3400.0,1,1,2
2725,nfl players union investigating members tennessee titans possibly violating health protocols nfl spokesman confirms,134.0,339.0,1,1,0
2726,hurricane delta expected strengthen churns toward northern gulf coast hitting louisiana almost exact spot hurricane laura hit weeks ago,99.0,259.0,1,1,0
2727,trump says doesnt believe hes contagious wants resume rallies,1600.0,2700.0,1,0,3
2728,pace americas jobs recovery continues slow,227.0,488.0,1,1,1
2729,trump says wont participate virtual debate joe biden next week organizers announced change format,1000.0,2400.0,1,1,3
2730,next debate biden trump virtual organizers announce move comes presidents coronavirus diagnosis,502.0,1500.0,1,1,2
2731,2020 nobel prize literature goes american poet louise glück unmistakeable poetic voice,159.0,641.0,1,1,0
2732,trump administration asked supreme court intervene allow wrap 2020 census blocking lower court opinion requiring count continue end october,179.0,258.0,1,1,0
2733,man charged killing university utah student mackenzie lueck pleaded guilty aggravated murder desecration human body according salt lake county district attorney,62.0,246.0,1,1,1
2734,kamala harris mike pence take debate stage first showdown 2020 presidential race follow live,135.0,513.0,1,0,2
2735,kentucky attorney general daniel cameron filed motion keep grand jury proceedings testimony secret breonna taylor case,3200.0,2200.0,1,1,3
2736,canada plans ban singleuse plastics — checkout bags straws stir sticks sixpack rings cutlery even foodware made hardtorecycle plastics — nationwide end 2021,1500.0,9100.0,1,1,2
