,tweets_Text,has_image,has_Link,tweets_ResponseCategory
7192,nations first auto strike 12 years could hours away uaw union says members gm walk automaker doesnt meet demands,1,0,1
7193,least 22 people injured deck collapsed new jersey beach house,1,0,0
7194,woman girl injured shooting group parents got argument youth football game fort worth texas police say,1,0,2
7195,us secretary state mike pompeo blames iran drone attacks saudi oil field,1,0,2
7196,ohio video gamer played role hoax phone call led police kill man kansas sentenced 15 months prison,1,0,2
7197,disney ceo bob iger resigned apples board directors friday two companies becoming streaming media competitors,1,0,0
7198,person arrested connection fire destroyed 119yearold synagogue duluth minnesota officials say,0,0,0
7199,actress felicity huffman sentenced 14 days part college admissions scandal,1,0,2
7200,drugs treat stomach acid heartburn including zantac found contain low levels impurity could cause cancer fda says,1,0,1
7201,pge says reached 11 billion settlement insurance companies claims stemming last years camp fire 2017 wildfires northern california,1,0,0
7202,rocker eddie money best known hits two tickets paradise take home tonight dead age 70,1,0,2
7203,london stock exchange rejects hong kongs 37 billion takeover bid,1,0,0
7204,democratic debate starts follow live updates biden warren face first time 2020 race candidates battle stand,1,0,0
7205,arrest warrant issued singer r kelly failed appear court hearing,1,0,2
7206,justice department reveal name person believed connected saudi government accused aiding two 911 hijackers,1,0,1
7207,samesex american couple whose daughter denied birthright citizenship filed suit state department,1,0,1
7208,ntsb preliminary report deadly conception dive boat fire says crewmember roving overnight watch required vessels certificate,1,0,0
7209,fotis dulos pleads guilty new charge evidence tampering case estranged wife missing connecticut woman jennifer dulos,1,0,0
7210,officials say 1300 people still listed missing nearly two weeks hurricane dorian hit bahamas least 50 people killed storm,1,0,0
7211,theres 70 probability tropical depression tropical storm could form saturday would bring heavy rain areas bahamas hit hard hurricane dorian,1,0,0
7212,general motors issues recall 34 million pickup trucks suvs us,1,0,2
7213,chinese woman arrested maralago president trumps private florida club found guilty unlawful entry making false statements federal officer,1,0,0
7214,one person serious condition following workplace stabbing tallahassee florida local hospital says two victims fair condition two good condition,1,0,1
7215,team usa loses france 8979 france quarterfinals fiba world cup ending 58game winning streak international tournaments nba players,1,0,1
7216,multiple people injured stabbing dyke industries tallahassee florida police say suspect custody follow live updates,1,0,2
7217,president trump soon deliver remarks pentagon america honors victims heroes september 11 terror attacks follow live updates,1,0,2
7218,three judges scotlands highest court appeal ruled uk governments decision shut parliament unlawful according britains pa news agency,0,0,1
7219,south dakota hospital evacuated tornado hit sioux falls leaving buildings shreds,1,1,0
7220,three australians detained iran australian authorities confirm,1,1,0
7221,former trainer accused nfl star antonio brown rape denies allegations,1,1,1
7222,cnn projection republican greg murphy special election north carolinas 3rd district hell fill seat late gop congressman walter jones,1,0,1
7223,dozen church leaders indicted federal grand jury accused forced labor mostly homeless people us attorney says,1,0,2
7224,polls closed special election north carolinas 9th congressional district new election ordered credible allegations ballot fraud emerged 2018 follow live updates,1,0,0
7225,first responders scene train derailment dupo illinois billowing smoke flames,1,0,0
7226,uber laying hundreds employees second round cuts newlypublic company six weeks,1,0,0
7227,median us household income stayed flat 2018 63200 poverty rate fell slightly according new census bureau data,1,0,1
7228,uk prime minister boris johnson lost second attempt force early election prolonging britains brexit deadlock,1,0,1
7229,four trapped crew members cargo ship capsized georgia coast rescued coast guard says,1,0,0
7230,president trump says evacuees need totally proper documentation enter us bahamas dozens people died hundreds missing 70000 homeless wake hurricane dorian,1,0,2
7231,three four crew members trapped cargo ship coast georgia rescued coast guard says crews working get fourth crew member,1,0,0
7232,group 50 attorneys general unveiled antitrust investigation google focus whether harmed competition consumers,1,0,0
7233,four crew members trapped capsized ship coast georgia alive coast guard says,1,0,0
7234,discount chain freds closing roughly 300 remaining stores going business 72yearold chain 557 stores earlier year,1,0,0
7235,house panel says former white house national security adviser michael flynn failed comply subpoena part russia probe,1,0,1
7236,rescuers make contact crew members golden ray cargo ship capsized georgia coast,1,0,0
7237,uk house commons speaker john bercow announces quit oct 31 follow live updates,1,0,0
7238,top democratic candidates come together ad gun violence,1,0,1
7239,boris johnson suspend parliament end day return 17 days brexit deadline first try second time convince lawmakers grant snap election follow live updates,1,0,2
7240,british airways says forced cancel nearly 100 per cent flights monday tuesday british pilots union went ahead strike,1,1,0
7241,rafael nadal held furious comeback daniil medvedev win us open fiveset thriller 19th grand slam title one shy roger federer,1,0,0
7242,dorian posttropical cyclone maximum sustained winds 100 mph makes landfall near sambro creek nova scotia,1,0,1
7243,president trump says canceled secret meeting camp david tomorrow taliban leaders afghanistans president,1,0,2
7244,canadian teen bianca andreescu beats serena williams 63 75 win us open williams lost last 4 grand slam finals,1,0,2
